event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UGA6534,2021-01-22,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Labor Group (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mukono,Mukono,Kyampisi,Kabembe,0.4441,32.7614,1,New Vision (Uganda); URN (Uganda),National,"On 22 January 2021, a police officer killed a civilian and accidently injured two special police constables when he opened fire in Kabembe (Mukono Municipality, Mukono). Police officers were engaged in a dispute with traders during a night operation to enforce the national coronavirus curfew.",1,,1715049811
UGA6532,2021-01-22,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Wakiso,Entebbe,Division A,Entebbe,0.0561,32.4794,1,URN (Uganda),National,"On 22 January 2021, NRM candidates from Kiruhura, Mbarara, Jinja and Mbale protested in Entebbe (Entebbe Municipality, Wakiso) at the Municipal offices to demand 'facilitation cash' for their electoral activities.",0,crowd size=no report,1734466548
UGA6529,2021-01-21,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Rakai,Kooki,Lwamaggwa,Kakundi,-0.6295,31.2468,2,URN (Uganda),National,"On 21 January 2021, a violent mob attacked and beat 2 people accused of election fraud. Police arrested the 2 with more than 300 pre-ticked ballot papers at Lugalama Catholic polling station in the Kakundi area (Lwamaggwa, Rakai).",0,crowd size=no report,1667868637
UGA6528,2021-01-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),Police Forces of Uganda (1986-),Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Manafwa,Bubulo,Buwangani Town Council,Bududa,1.0035,34.3345,1,URN (Uganda),National,"On 21 January 2021, about 50 police officers who secured the election protested over their missing allowances and camped at the Bududa District Headquarters in Bududa (Manjiya, Bududa) demanding for payment.",0,crowd size=about 50,1667868637
UGA6721,2021-01-21,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Labor Group (Uganda); NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,Independent (Uganda); URN (Uganda),National,"On 21 January 2021, a NUP supporter and businessman was abducted by suspected security forces dressed in military uniform at his workplace in Kampala (Kampala Capital City, Kampala). The whereabouts of the man are unknown and he has not been charged with anything.",0,,1719274346
UGA6530,2021-01-21,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),NUP: National Unity Platform,Rioters,Rioters (Uganda),NRM: National Resistance Movement; Police Forces of Uganda (1986-),Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Makerere University,0.3333,32.5667,1,Independent (Uganda); URN (Uganda),National,"On 21 January 2021, rival supporters of the FDC and the NUP clashed over alleged election fraud, as the results of Nkrumah Hall polling station in Makerere University (Kampala Capital City, Kampala) showed a different result from what appeared on the FDC candidate's declaration form. Police intervened and dispersed the rioters with teargas.",0,crowd size=no report,1719274346
UGA6531,2021-01-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Bunyangabu,Rukiga,Mparo Twon Council,Mparo,-1.1844,30.0544,1,Independent (Uganda); URN (Uganda),National,"On 21 January 2021, people protested at the Rukiga district tally center in Mparo (Rukiga, Rukiga), shortly after a NRM candidate was declared the winner of the LCV chairperson elections.",0,crowd size=no report,1739238852
UGA6525,2021-01-20,2021,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kanungu,Kinkizi,Kanungu Town Council,Kanungu,-0.897,29.7754,2,URN (Uganda); Independent (Uganda),National,"Around 20 January 2021 (as reported), a polling agent of an Independent LC V chairperson candidate in the Kanungu area (Kinkizi, Kanungu), was shot and injured by unknown people while riding home on a motorcycle.",0,,1667868637
UGA6522,2021-01-20,2021,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Rakai,Kooki,Lwamaggwa,Kakundi,-0.6295,31.2468,1,New Vision (Uganda),National,"On 20 January 2021, police in Rakai district prevented rioters from attacking a polling agent accused of stealing a ballot booklet in Kakundi Heath Centre Polling Station (Lwamaggwa, Rakai). The police arrested the polling agent.",0,crowd size=no report,1667868637
UGA6720,2021-01-20,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mpigi,Mawokota,Nkozi,Nkozi,0.0056,32.0122,2,Daily Monitor (Uganda),National,"On 20 January 2021, suspected police forces driving in a 'drone' (van) abducted a man in Kayunga Village, Nnindye Parish, coded to Nkozi (Mawokota, Mpigi).",0,,1667868637
UGA6520,2021-01-20,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),UPC: Uganda People's Congress,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Apac,Maruzi,Ibuje,Ibuje,1.897,32.3769,2,URN (Uganda),National,"On 20 January 2021, unidentified gunmen shot at the vehicle of UPC party candidate for the Apac District LC V chairperson's seat for Alaga, in Ibuje sub-county (Maruzi, Apac). A teenager was hit and injured by a stray bullet.",0,,1667868637
UGA6719,2021-01-20,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Uganda (1986-),,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Masaka,Masaka,Kimaanya-Kyabakuza Division,Masaka,-0.3338,31.7341,2,Daily Monitor (Uganda),National,"On 20 January 2021, men in army uniform driving a car with covered number plates abducted a man in Kimaanya Zone, coded to Makaska (Masaka Municipality, Masaka).",0,,1667943765
UGA6519,2021-01-20,2021,2,Political violence,Riots,Mob violence,Rioters (Uganda),NRM: National Resistance Movement,Rioters,Police Forces of Uganda (1986-),Civilians (Uganda); Government of Uganda (1986-),State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Hoima,Hoima,Kahoora Divison,Hoima,1.4356,31.3436,1,Independent (Uganda); URN (Uganda),National,"Around 20 January 2021, about 10 supporters of an NRM candidate reportedly attacked and destroyed 2 vehicles belonging to the incumbent Hoima City Mayor (Hoima Municipality, Hoima). A police officer was pelted with stones by when they attempted to arrest the accused.",0,crowd size=about 10; local administrators,1687837308
UGA6526,2021-01-20,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Labor Group (Uganda),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Bunyangabu,Rukiga,Kashambya,Kitanga,-1.1167,30.0333,1,Chimp Reports,National,"On 20 January 2021, unidentified men attacked and searched an election official delivering poll material at Kitanga (Kashambya, Kabale).",0,,1719274346
UGA6524,2021-01-20,2021,2,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,International Crisis Group,Other,"Around 20 January 2021 (as reported), protests took place in some districts of Kampala after the election tallies were announced. Police forces quickly dispersed the protesters.",0,crowd size=no report,1719274346
UGA6527,2021-01-20,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mbale,Mbale,Northern Division,Mbale,1.0806,34.175,1,Independent (Uganda); URN (Uganda),National,"On 20 January 2021, a group of political supporters of the incumbent Bumbobi Sub County LC V councillor was reportedly ambushed by a group of youths of a rival candidate, armed with machetes and clubs, in Mbale (Mbale Municipality, Mbale). One person was killed in the attack.",1,,1739238852
UGA6523,2021-01-19,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kanungu,Kinkizi,Kambuga,Kambuga,-0.8142,29.7968,1,Independent (Uganda); URN (Uganda); Daily Monitor (Uganda); Chimp Reports,National,"On 19 January 2021, a security officer deployed to protect NRM polling agents shot and injured the supporter of an independent candidate during a scuffle between the groups over allegations of voter bribery at Kembeho trading center in Kambuga sub-county (Kinkizi, Kanungu).",0,,1667868637
UGA6544,2021-01-19,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),NUP: National Unity Platform,Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kyotera,Kyotera,Kyotera Town Council,Kyotera,-0.631,31.5445,1,Daily Monitor (Uganda),National,"On 19 January 2021, a former NUP aspirant for a town council was kidnapped by unidentified armed men in Kyotera (Kyotera, Kyotara) during the presidential elections period. The victim has not been found since the abduction.",0,,1670257263
UGA6513,2021-01-18,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Soroti,Soroti,Asuret,Asuret,1.6166,33.6,1,Independent (Uganda); URN (Uganda); Chimp Reports,National,"On 18 January 2021, a youth group staged a violent demonstration in Asuret (Asuret, Soroti), questioning the outcome of the parliamentary elections. About 94 people were arrested by the police across two localities.",0,crowd size=no report,1667868637
UGA6516,2021-01-18,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Masaka,Masaka,Kimaanya-Kyabakuza Division,Masaka,-0.3338,31.7341,1,Weekly Observer; Chimp Reports,National,"Around 18 January 2021 (as reported), at least on person was shot dead and another injured in Masaka district when police dispersed rioters with live ammunition in Masaka (Masaka Municipality, Masaka) and Nyendo. Residents demonstrated against what they claimed as theft in the presidential and parliamentary elections. Alternate reports suggest that up to four people were killed. Fatality split across two events.",1,crowd size=no report,1667943765
UGA6517,2021-01-18,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Masaka,Bukoto,Mukungwe,Nyendo,-0.2939,31.735,1,Chimp Reports,National,"Around 18 January 2021 (as reported), at least on person was shot dead and another injured in Masaka district when police dispersed rioters with live ammunition in Nyendo (Nyendo, Masaka) and Masaka. Residents demonstrated against what they claimed as theft in the presidential and parliamentary elections. Alternate reports suggest that up to four people were killed. Fatality split across two events.",0,crowd size=no report,1719274346
UGA6518,2021-01-18,2021,2,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Civilians (Uganda),NRM: National Resistance Movement; Women (Uganda),Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Rubaga Division,Wankulukuku,0.2861,32.5468,1,Chimp Reports,National,"Around 18 January 2021 (as reported), a group of people allegedly attacked a female NRM supporter, beat her and undressed her in Wankulukuku (Rubaga, Kampala).",0,crowd size=no report; sexual violence; women targeted: political party supporters,1719274346
UGA6514,2021-01-18,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Soroti,Soroti,Gweri,Kamuda,1.6333,33.6833,1,Chimp Reports; Independent (Uganda); URN (Uganda),National,"On 18 January 2021, a youth group staged a violent demonstration in Kamuda (Kamuda, Soroti), questioning the outcome of the parliamentary elections. The group reportedly burnt tires and people's huts. About 94 people were arrested by the police across two localities.",0,crowd size=no report,1733789096
UGA6515,2021-01-18,2021,2,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Military Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Lira,Lira,Ojwina Division,Lira,2.2426,32.8913,1,URN (Uganda),National,"Around 18 January 2021 (as reported), locals fought with military forces in Lira (Lira Municipality, Lira), in response to the election outcome.",0,crowd size=no report,1736846020
UGA6509,2021-01-17,2021,2,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Buyende,Budiope,Kidera,Kidera,1.3367,32.988,3,Weekly Observer,National,"Around 17 January 2021 (as reported), a NUP party member and another person were kidnapped by security personnel in Busogo sub-region [coded to Kidera (Budiope, Buyende)]. Security forces also took away all election declaration forms he had gathered from Busoga sub region.",0,,1667868637
UGA6512,2021-01-17,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,Political militia,Civilians (Uganda),Military Forces of Uganda (1986-),Civilians,Political militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Luwero,Bamunanika,Kikyusa,Masinga,0.8166,32.7,1,URN (Uganda),National,"On 17 January 2021, an unidentified armed group shot dead a military commander (off-duty) in front of his residence in Masinga (Bamunanika, Luwero). The group also took the pistol of the victim before running away with 490,000 shillings.",1,,1667868637
